"","CONTROL","TESTERID","SEQRH","HSITEAD","HSITETYP","HUNITNO","HCITY","HSTATE","HZIP","HADHOME","HINSPCT","HBEDRMS","HHMTYPE","HHMNEW","HINTCON","HEXTCON","HNOIS","HSAFE","HSCHL","HINVS","HPUBS","HRACE","HRACETX","RACEID","COMP","RELEASE","HPRICE","DELREC","HINT1","HINT2","HINT3","HINT4","HEXT1","HEXT2","HEXT3","HEXT4"
"2460","AT-SB-3603-1","AT070",2,"203 POPPY TREE LN",NA,"","WOODSTOCK","GA","",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",22,1,"",159900,-1,0,0,0,NA,0,0,0,NA
"2461","AT-SB-3603-1","AT070",3,"250 VALLEY BROOK DR",NA,"","WOODSTOCK","GA","",0,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",22,1,"",169900,-1,0,0,0,NA,0,0,0,NA
"2462","AT-SB-3603-1","AT081",1,"2001 Estate Court",NA,"","Woodstock","GA","30188",0,1,3,1,NA,NA,NA,1,3,3,4,3,0,"",11,1,"",184500,-1,0,0,0,NA,0,0,0,NA
"2463","AT-SB-3603-1","AT081",2,"135 Hopewell Chase Court",NA,"","Alpharetta","GA","30004",0,1,3,1,NA,NA,NA,1,3,3,4,3,0,"",11,1,"",179400,-1,0,1,0,NA,0,0,0,NA
"2464","AT-SB-3603-1","AT081",3,"115 Kimberly Road",NA,"","Canton","GA","30115",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",11,1,"",159900,-1,0,0,0,NA,0,0,0,NA
"2465","AT-SB-3604-1","AT070",1,"1311 OAKLAWN AVE",NA,"","ATLANTA","GA","30319",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",385000,-1,0,0,0,NA,0,0,0,NA
"2466","AT-SB-3604-1","AT070",2,"3672 SPRING ST",NA,"","ATLANTA","GA","30341",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",399900,-1,0,0,0,NA,0,0,0,NA
"2467","AT-SB-3604-1","AT070",3,"3147 Havenridge Court",NA,"","Atlanta","GA","30319",1,0,3,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",384900,-1,-1,-1,-1,NA,-1,-1,-1,NA
"2468","AT-SB-3604-1","AT081",1,"7275 Village Creek TRCE",NA,"","Sandy Springs","GA","30328",0,0,4,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",4e+05,-1,-1,-1,-1,NA,-1,-1,-1,NA
"2469","AT-SB-3604-1","AT081",2,"980 Lost Forest DR NW",NA,"","Sandy Springs","GA","30328",0,0,4,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",4e+05,-1,-1,-1,-1,NA,-1,-1,-1,NA
"2470","AT-SB-3604-1","AT081",3,"7345 Village Creek TRCE",NA,"","Sandy Springs","GA","30328",0,0,4,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",399900,-1,-1,-1,-1,NA,-1,-1,-1,NA
"2471","AT-SB-3604-1","AT081",4,"3147 Havenridge Court",NA,"","Atlanta","GA","30319",1,0,3,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",384900,-1,-1,-1,-1,NA,-1,-1,-1,NA
"2472","AT-SB-3610-1","AT059",1,"1145 Cockrell Ct. #1",NA,"","Marietta","GA","30152",1,1,4,1,NA,NA,NA,1,1,1,4,1,0,"",21,1,"",319900,-1,0,0,0,NA,0,0,0,NA
"2473","AT-SB-3610-1","AT059",2,"1321 Merrifield Lane",NA,"","Marietta","GA","30062",0,1,4,1,NA,NA,NA,1,1,1,4,1,0,"",21,1,"",319900,-1,0,0,0,NA,0,0,0,NA
"2474","AT-SB-3610-1","AT059",3,"399 South Woodland Drive SW",NA,"","Marietta","GA","30064",0,1,4,1,NA,NA,NA,1,1,1,4,1,0,"",21,1,"",319900,-1,0,0,0,NA,0,0,0,NA
"2475","AT-SB-3610-1","AT059",4,"985 Bruton Court",NA,"","Marietta","GA","30064",0,1,5,1,NA,NA,NA,1,1,1,4,1,0,"",21,1,"",319900,-1,0,0,0,NA,0,0,0,NA
"2476","AT-SB-3610-1","AT087",1,"1145 cockrell court",NA,"","Marietta","GA","30152",1,1,4,1,NA,NA,NA,1,3,3,4,3,0,"",12,1,"",319900,-1,0,0,0,NA,0,0,0,NA
"2477","AT-SB-3610-1","AT087",2,"399 south woodland drive",NA,"","Marietta","GA","30064",0,0,4,1,NA,NA,NA,1,1,3,4,3,0,"",12,1,"",319900,-1,-1,-1,-1,NA,-1,-1,-1,NA
"2478","AT-SB-3610-1","AT087",3,"985 button court",NA,"","Marietta","GA","30064",0,0,5,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",319900,-1,-1,-1,-1,NA,-1,-1,-1,NA
"2479","AT-SB-3615-1","AT059",1,"9955 South Helton Road",NA,"","Villa Rica","GA","30180",1,1,3,1,NA,NA,NA,1,1,3,4,1,0,"",11,1,"",150000,-1,0,0,0,NA,0,0,0,NA
"2480","AT-SB-3615-1","AT087",1,"9955 s Helton road villa",NA,"","Rica","GA","30180",1,1,3,1,NA,NA,NA,1,1,3,4,3,0,"",22,1,"",150000,-1,0,0,0,NA,0,0,0,NA
"2481","AT-SB-3703-1","AT059",1,"24 Plantation Drive NE",NA,"","Atlanta","GA","30342",1,1,2,3,NA,NA,NA,3,1,3,4,1,0,"",11,1,"",25000,-1,0,0,0,NA,0,0,0,NA
"2482","AT-SB-3703-1","AT087",1,"24 plantation drive  NE",NA,"","atlanta","GA","30342",1,1,2,3,NA,NA,NA,3,1,3,4,3,0,"",22,1,"",250000,-1,0,0,0,NA,0,0,0,NA
"2483","AT-SB-3714-1","AT070",1,"1146 Whisper Cove Drive",NA,"plat 48","Buford","GA","",1,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",241795,-1,0,0,0,NA,0,0,0,NA
"2484","AT-SB-3714-1","AT070",2,"Whisper Cove Drive",NA,"plat 49","Buford","GA","",0,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",229000,-1,0,0,0,NA,0,0,0,NA
"2485","AT-SB-3714-1","AT070",3,"Blue Water Drive",NA,"plat 26","Buford","GA","",0,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",239000,-1,0,0,0,NA,0,0,0,NA
"2486","AT-SB-3714-1","AT070",4,"Parkside at Lanier Springs",NA,"model","Buford","GA","",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",204900,-1,0,0,0,NA,0,0,0,NA
"2487","AT-SB-3714-1","AT081",1,"2760 Ivy Springs Court, NE",NA,"","Buford","GA","30519",0,1,8,1,NA,NA,NA,1,3,3,1,3,0,"",21,1,"",259900,-1,0,0,0,NA,0,0,0,NA
"2488","AT-SB-3714-1","AT081",2,"7048 Dove Point",NA,"","Hoschton","GA","30548",0,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",270000,-1,0,0,0,NA,0,0,0,NA
"2489","AT-SB-3714-1","AT081",3,"4029 Bogan Bluff Lane",NA,"","Buford","GA","30519",0,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",260000,-1,0,0,0,NA,0,0,0,NA
"2490","AT-SB-3714-1","AT081",4,"4120 Hillcrest View court",NA,"","Suwanee","GA","30024",0,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",299900,-1,0,0,0,NA,0,0,0,NA
"2491","AT-SB-3714-1","AT081",5,"425 Hillcrest View drive",NA,"","Suwanee","GA","30024",0,1,6,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",279900,-1,0,0,0,NA,0,0,0,NA
"2492","AT-SB-3718-1","AT070",1,"1240 NEW BRITAIN DR",NA,"","ATLANTA","GA","30331",0,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",450000,-1,0,0,0,NA,0,0,0,NA
"2493","AT-SB-3718-1","AT070",2,"1580 NISKEY LAKE RD",NA,"","ATLANTA","GA","30331",0,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",449900,-1,0,0,0,NA,0,0,0,NA
"2494","AT-SB-3718-1","AT070",3,"4020 ANNECY DR",NA,"","ATLANTA","GA","30331",0,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",424900,-1,0,0,0,NA,0,0,0,NA
"2495","AT-SB-3718-1","AT070",4,"1404 SCOTLAND RD",NA,"","ATLANTA","GA","30331",0,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",409000,-1,0,0,0,NA,0,0,0,NA
"2496","AT-SB-3718-1","AT070",5,"142 ROBSON TRAIL",NA,"","MCDONOUGH","GA","30252",1,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",350000,1,0,0,0,NA,0,0,0,NA
"2497","AT-SB-3718-1","AT070",6,"150 Robson Trail",NA,"","McDonough","GA","30252",1,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",350000,-1,0,0,0,NA,0,0,0,NA
"2498","AT-SB-3718-1","AT081",1,"6610 West Lakehaven Blvd",NA,"","McDonough","GA","30253",0,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",314900,-1,0,0,0,NA,0,0,0,NA
"2499","AT-SB-3718-1","AT081",2,"1229 PERSIMMON WAY",NA,"","McDonough","GA","30253",0,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",350000,-1,0,0,0,NA,0,0,0,NA
"2500","AT-SB-3718-1","AT081",3,"1406 SWIFTWATER CIR",NA,"","McDonough","GA","30253",0,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",359000,-1,0,0,0,NA,0,0,0,NA
"2501","AT-SB-3719-1","AT059",1,"60 Rudders Crossing",NA,"","Newnan","GA","30263",1,1,4,1,NA,NA,NA,1,1,1,1,1,0,"",11,1,"",177000,-1,0,0,0,NA,0,0,0,NA
"2502","AT-SB-3719-1","AT087",1,"60 rudders crossing",NA,"","newnan","GA","30263",1,1,4,1,NA,NA,NA,1,1,1,1,3,0,"",22,1,"",177000,-1,0,0,0,NA,0,0,0,NA
"2503","AT-SB-3720-1","AT070",1,"5911 MAGNOLIA MILL CT",NA,"","NORCROSS","GA","30092",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",3e+05,-1,0,0,0,NA,0,0,0,NA
"2504","AT-SB-3720-1","AT070",2,"122 DOCS CREEK CT",NA,"","NORCROSS","GA","30071",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",285000,-1,0,0,0,NA,0,0,0,NA
"2505","AT-SB-3720-1","AT070",3,"3894 GUNNIN RD",NA,"","NORCROSS","GA","30092",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",275000,-1,0,0,0,NA,0,0,0,NA
"2506","AT-SB-3720-1","AT070",4,"4999 BRIDGEPORT WAY",NA,"","NORCROSS","GA","30092",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",275000,-1,0,0,0,NA,0,0,0,NA
"2507","AT-SB-3720-1","AT070",5,"4711 E. Jones Bridge Rd",NA,"","Norcross","GA","",1,0,3,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",214900,-1,-1,-1,-1,NA,-1,-1,-1,NA
"2508","AT-SB-3720-1","AT081",1,"3480 Bridge Mill Court",NA,"","Norcross","GA","30092",0,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",249000,-1,0,0,0,NA,0,0,0,NA
"2509","AT-SB-3720-1","AT081",2,"5435 Spalding Bridge Court",NA,"","Norcross","GA","30092",0,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",249900,-1,0,0,0,NA,0,0,0,NA
"2510","AT-SB-3720-1","AT081",3,"5632 Spalding Mill Place",NA,"","Norcross","GA","30092",0,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",275000,-1,0,0,0,NA,0,0,0,NA
"2511","AT-SB-3720-1","AT081",4,"4711 E. Jones Bridge Road",NA,"","Norcross","GA","",1,0,3,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",214900,-1,-1,-1,-1,NA,-1,-1,-1,NA
"2512","AT-SB-3804-1","AT070",1,"1588 SPRING ST SE",NA,"","SMYRNA","GA","30080",1,1,4,3,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",314900,-1,0,0,0,NA,0,0,0,NA
"2513","AT-SB-3804-1","AT070",2,"5000 DUXFORD DR SE",NA,"","SMYRNA","GA","30082",0,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",349900,-1,0,0,0,NA,0,0,0,NA
"2514","AT-SB-3804-1","AT070",3,"4560 WILKERSON PL SE",NA,"","SMYRNA","GA","30082",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",349000,-1,0,0,0,NA,0,0,0,NA
"2515","AT-SB-3804-1","AT070",4,"3535 S. SHERWOOD SE",NA,"","SMYRNA","GA","30082",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",349900,-1,0,0,0,NA,0,0,0,NA
"2516","AT-SB-3804-1","AT081",1,"2395 Palladian Manor Way",NA,"","Smyrna","GA","30080",0,1,4,3,NA,NA,NA,3,3,3,4,1,0,"",21,1,"",329900,-1,0,0,0,NA,0,0,0,NA
"2517","AT-SB-3804-1","AT081",2,"1588 Spring Street",NA,"","Smyrna","GA","30080",1,1,4,3,NA,NA,NA,3,3,3,4,1,0,"",21,1,"",314900,-1,0,0,0,NA,0,0,0,NA
"2518","AT-SB-3804-1","AT081",3,"1580 Spring Street",NA,"","Smyrna","GA","30080",0,1,4,3,NA,NA,NA,1,1,3,1,1,0,"",21,1,"",3e+05,-1,0,0,0,NA,0,0,0,NA
"2519","AT-SB-3806-1","AT070",1,"715 WALT LANE",NA,"","WOODSTOCK","GA","30188",1,0,4,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",184900,-1,-1,-1,-1,NA,-1,-1,-1,NA
"2520","AT-SB-3806-1","AT070",2,"5014 PREVERVATION PTE",NA,"","KENNESAW","GA","30152",0,0,5,-1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",229000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"2521","AT-SB-3806-1","AT070",3,"6213 OAKDALE RIDGE CT",NA,"","SMYRNA","GA","30126",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",229235,-1,0,0,0,NA,0,0,0,NA
"2522","AT-SB-3806-1","AT070",4,"663 CROSSWINDS CIR",NA,"","MARIETTA","GA","30008",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",229983,-1,0,0,0,NA,0,0,0,NA
"2523","AT-SB-3806-1","AT070",5,"2804 MONTVIEW WAY",NA,"","MARIETTA","GA","30060",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",249500,-1,0,0,0,NA,0,0,0,NA
"2524","AT-SB-3806-1","AT081",1,"427 Parkstone Drive",NA,"","Woodstock","GA","30188",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",174900,-1,0,0,0,NA,0,0,0,NA
"2525","AT-SB-3806-1","AT081",2,"2014 Cambridge Drive",NA,"","Woodstock","GA","30188",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",199900,-1,0,0,0,NA,0,0,0,NA
"2526","AT-SB-3806-1","AT081",3,"842 Summerchase Trail",NA,"","Woodstock","GA","30189",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",189900,-1,0,0,0,NA,0,0,0,NA
"2527","AT-SB-3806-1","AT081",4,"715 Walt Lane",NA,"","Woodstock","GA","30188",1,0,4,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",184900,-1,-1,-1,-1,NA,-1,-1,-1,NA
"2528","AT-SB-3807-1","AT070",1,"210 STEWART HOLLOW LANE",NA,"","COVINGTON","GA","30016",0,0,4,1,NA,NA,NA,3,3,3,4,3,0,"",22,1,"",154200,-1,-1,-1,-1,NA,-1,-1,-1,NA
"2529","AT-SB-3807-1","AT070",2,"185 ALCOVY CIRCLE",NA,"","COVINGTON","GA","30014",0,0,3,1,NA,NA,NA,3,3,3,4,3,0,"",22,1,"",149900,-1,-1,-1,-1,NA,-1,-1,-1,NA
"2530","AT-SB-3807-1","AT070",3,"9125 SAUNDERS DR",NA,"","COVINGTON","GA","30014",0,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",22,1,"",143490,-1,0,0,0,NA,0,0,0,NA
"2531","AT-SB-3807-1","AT070",4,"40 NORTHWOOD CREEK WAY",NA,"","OXFORD","GA","30054",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",22,1,"",154900,-1,0,0,0,NA,0,0,0,NA
"2532","AT-SB-3807-1","AT070",5,"315 Glynnshire Court",NA,"","Covington","GA","30016",1,0,4,1,NA,NA,NA,3,3,3,4,3,0,"",22,1,"",140000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"2533","AT-SB-3807-1","AT081",1,"65 WHIPPORWILL DR,2461 HIGHLAND GOLF COURSE",NA,"","OXFORD","GA","30054",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",11,1,"",212500,-1,0,0,0,NA,0,0,0,NA
"2534","AT-SB-3807-1","AT081",2,"95 WHIPPORWILL DR",NA,"","OXFORD","-1","30054",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",11,1,"",180900,-1,0,0,0,NA,0,0,0,NA
"2535","AT-SB-3807-1","AT081",3,"2461 HIGHLAND GOLF COURSE",NA,"","Conyers","GA","30013",0,1,4,1,NA,NA,NA,1,3,3,1,3,0,"",11,1,"",175000,-1,0,1,0,NA,0,0,0,NA
"2536","AT-SB-3809-1","AT070",1,"1780 HEATHERGLADE LN",NA,"","LAWRENCEVILLE","GA","30045",0,1,6,1,NA,NA,NA,3,3,3,4,3,0,"",22,1,"",3e+05,-1,0,0,0,NA,0,0,0,NA
"2537","AT-SB-3809-1","AT070",2,"200 HELENS MANOR DR",NA,"","LAWRENCEVILLE","GA","30045",0,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",22,1,"",284900,-1,0,0,0,NA,0,0,0,NA
"2538","AT-SB-3809-1","AT070",3,"801 MILLVALE PL",NA,"","LAWRENCEVILLE","GA","30044",1,0,5,1,NA,NA,NA,3,3,3,4,3,0,"",22,1,"",289900,-1,-1,-1,-1,NA,-1,-1,-1,NA
"2539","AT-SB-3809-1","AT081",1,"4277 WYNDAM HILL DR",NA,"","Suwanee","GA","30024",0,1,4,1,NA,NA,NA,3,3,1,4,1,0,"",11,1,"",275000,-1,0,0,0,NA,0,0,0,NA
"2540","AT-SB-3809-1","AT081",2,"3110 WILLOW GREEN CT",NA,"","Duluth","GA","30096",0,1,4,1,NA,NA,NA,3,3,1,1,1,0,"",11,1,"",285000,-1,0,0,0,NA,0,0,0,NA
"2541","AT-SB-3809-1","AT081",3,"3122 BARKLEY SQUARE DR",NA,"","Duluth","GA","30097",0,1,4,1,NA,NA,NA,3,3,1,1,1,0,"",11,1,"",299500,-1,0,0,0,NA,0,0,0,NA
"2542","AT-SB-3809-1","AT081",4,"801 Milvale Place",NA,"","Lawrenceville","GA","30043",1,0,5,1,NA,NA,NA,3,3,3,4,3,0,"",11,1,"",289900,-1,-1,-1,-1,NA,-1,-1,-1,NA
"2543","AT-SB-3811-1","AT070",1,"160 HIALEAH WAY",NA,"","ROSWELL","GA","30075",0,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",22,1,"",409000,-1,0,0,0,NA,0,0,0,NA
"2544","AT-SB-3811-1","AT070",2,"600 MANTAUK WAY",NA,"","ALPHARETTA","GA","30022",0,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",22,1,"",405000,-1,0,0,0,NA,0,0,0,NA
"2545","AT-SB-3811-1","AT070",3,"935 CRANBERRY CR",NA,"","ROSWELL","GA","30076",0,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",22,1,"",399900,-1,0,0,0,NA,0,0,0,NA
"2546","AT-SB-3816-1","AT070",1,"1000 TOKEN WAY",NA,"","KENNESAW","GA","30152",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",129900,-1,0,0,0,NA,0,0,0,NA
"2547","AT-SB-3816-1","AT070",2,"4286 HATAWAY CT",NA,"","KENNESAW","GA","30144",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",121900,-1,0,0,0,NA,0,0,0,NA
"2548","AT-SB-3816-1","AT070",3,"3144 CALUMET PL",NA,"","KENNESAW","GA","30152",0,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",99900,-1,0,0,0,NA,0,0,0,NA
"2549","AT-SB-3816-1","AT081",1,"2015 Barrett Lake Blvd",NA,"414","Kennesaw","GA","30144",0,1,3,3,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",149900,-1,0,0,0,NA,0,0,0,NA
"2550","AT-SB-3816-1","AT081",2,"2115 GOLD WAITE CT",NA,"","Kennesaw","GA","30144",0,1,3,3,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",140000,-1,0,0,0,NA,0,0,0,NA
"2551","AT-SB-3816-1","AT081",3,"1586 Silvaner AVE",NA,"","Kennesaw","GA","30144",0,1,3,3,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",144395,-1,0,0,0,NA,0,0,0,NA
"2552","AT-SB-3816-1","AT081",4,"1517 Rachels Ridge",NA,"","Kennesaw","GA","30144",1,0,3,3,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",107000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"2553","AT-SB-3901-1","AT070",1,"70 Chadsworth Place",NA,"","Newnan","GA","",1,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",22,1,"",179000,-1,0,0,0,NA,0,0,0,NA
"2554","AT-SB-3901-1","AT070",2,"4 Waverly Cir",NA,"","Newnan","GA","",0,1,3,1,NA,NA,NA,3,3,3,4,3,0,"",22,1,"",189900,-1,0,0,0,NA,0,0,0,NA
"2555","AT-SB-3901-1","AT081",1,"4 WAVERLY CIR",NA,"","Newnan","GA","30263",0,1,4,1,NA,NA,NA,3,3,1,1,1,0,"",11,1,"",189900,-1,0,0,0,NA,0,0,0,NA
"2556","AT-SB-3901-1","AT081",2,"16 HARTFORD CT",NA,"","Sharpsburg","GA","30277",0,1,4,1,NA,NA,NA,1,1,3,4,3,0,"",11,1,"",199900,-1,0,0,0,NA,0,0,0,NA
"2557","AT-SB-3901-1","AT081",3,"22 COLUMNS WAY",NA,"","Newnan","GA","30263",0,1,4,1,NA,NA,NA,3,3,1,1,3,0,"",11,0,"",195000,-1,0,0,0,NA,0,0,0,NA
"2558","AT-SB-3901-1","AT081",4,"70 Chatsworth Place",NA,"","Newnan","GA","",1,1,4,1,NA,NA,NA,3,3,3,4,3,0,"",11,1,"",179000,-1,0,0,0,NA,0,0,0,NA
"2559","AT-SB-3902-1","AT070",1,"1586 Silvaner Ave. NW",NA,"108","Kennesaw","GA","",1,1,3,3,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",144395,-1,0,0,0,NA,0,0,0,NA
"2560","AT-SB-3902-1","AT070",2,"Silvaner Ave. NW",NA,"96","Kennesaw","GA","",0,1,3,3,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",154245,-1,0,0,0,NA,0,0,0,NA
"2561","AT-SB-3902-1","AT081",1,"1586 Silvaner Avenue NW",NA,"108","Kennesaw","-1","30152",1,1,3,3,NA,NA,NA,3,3,1,1,3,0,"",21,1,"",144395,-1,0,0,0,NA,0,0,0,NA
"2562","AT-SB-3906-1","AT070",1,"918 FOX HOLLOW WAY",NA,"","MARIETTA","GA","30068",0,0,5,1,NA,NA,NA,-1,-1,-1,-1,-1,-1,"",12,-1,"",485000,1,-1,-1,-1,NA,-1,-1,-1,NA
"2563","AT-SB-3906-1","AT070",2,"918 FOX HOLLOW WAY",NA,"","MARIETTA","GA","30068",0,0,5,1,NA,NA,NA,-1,-1,-1,-1,-1,-1,"",12,-1,"",485000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"2564","AT-SB-3906-1","AT070",3,"62 GATEWOOD DR",NA,"","MARIETTA","GA","30068",0,0,5,1,NA,NA,NA,-1,-1,-1,-1,-1,-1,"",12,-1,"",469000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"2565","AT-SB-3906-1","AT070",4,"76 NE GATEWOOD DR",NA,"","MARIETTA","GA","30068",0,0,5,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",429900,-1,-1,-1,-1,NA,-1,-1,-1,NA
"2566","AT-SB-3906-1","AT070",5,"3490 SHERIDAN CHASE",NA,"","MARIETTA","GA","30067",0,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",425000,-1,0,0,0,NA,0,0,0,NA
"2567","AT-SB-3906-1","AT070",6,"264 GRAND MANOR",NA,"","marietta","GA","30068",0,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",3e+05,-1,0,0,0,NA,0,0,0,NA
"2568","AT-SB-3906-1","AT081",1,"334 Julia DR",NA,"","Powder Springs","-1","30127",0,1,7,1,NA,NA,NA,1,3,1,4,1,0,"",21,1,"",525000,-1,0,0,0,NA,0,0,0,NA
"2569","AT-SB-3906-1","AT081",2,"2611 RESTORATION DR",NA,"","Powder Springs","GA","30127",0,1,4,1,NA,NA,NA,1,1,1,4,1,0,"",21,1,"",399000,-1,0,0,0,NA,0,0,0,NA
"2570","AT-SB-3906-1","AT081",3,"1218 Oakleigh Valley DR",NA,"","Powder Springs","GA","30127",0,1,5,1,NA,NA,NA,3,1,1,4,1,0,"",21,1,"",399000,-1,0,0,0,NA,0,0,0,NA
"2571","AT-SB-3906-1","AT081",4,"5186 Olive Branch CIR",NA,"","Powder Springs","GA","30127",0,1,5,1,NA,NA,NA,3,3,3,1,3,0,"",21,1,"",397000,-1,0,0,0,NA,0,0,0,NA
"2572","AT-SB-3910-1","AT070",1,"105 BREAKWATER CIR",NA,"","ATLANTA","GA","30328",0,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",489900,-1,0,0,0,NA,0,0,0,NA
"2573","AT-SB-3910-1","AT070",2,"320 TEOWBRIDGE WALK",NA,"","ATLANTA","GA","30350",0,1,5,1,NA,NA,NA,3,3,3,4,3,0,"",12,0,"",479000,-1,0,0,0,NA,0,0,0,NA
"2574","AT-SB-3910-1","AT070",3,"625 Valley Hall Dr",NA,"","Atlanta","GA","30350",1,0,4,1,NA,NA,NA,3,3,3,4,3,0,"",12,1,"",489000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"2575","AT-SB-3910-1","AT081",1,"750 Spalding Heights DR",NA,"","Atlanta","GA","30338",0,0,5,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",429900,-1,-1,-1,-1,NA,-1,-1,-1,NA
"2576","AT-SB-3910-1","AT081",2,"5180 Wellshire PL",NA,"","Atlanta","GA","30338",0,0,4,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",410000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"2577","AT-SB-3910-1","AT081",3,"4750 Chamblee Dunwoody RD",NA,"","Dunwoody","GA","",0,0,4,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",499400,-1,-1,-1,-1,NA,-1,-1,-1,NA
"2578","AT-SB-3910-1","AT081",4,"5337 Dunwoody Club CRK",NA,"","Dunwoody","GA","",0,0,4,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",389000,-1,-1,-1,-1,NA,-1,-1,-1,NA
"2579","AT-SB-3910-1","AT081",5,"5466 REDSTONE TER",NA,"","Dunwoody","GA","30338",0,0,4,1,NA,NA,NA,3,3,3,4,3,0,"",21,1,"",390000,-1,-1,-1,-1,NA,-1,-1,-1,NA
